timestamp,accel_x,accel_y,accel_z,gyro_x,gyro_y,gyro_z,mag_x,mag_y,mag_z,orientation_qx,orientation_qy,orientation_qz,orientation_qw
26390928955,0.3303153656885028,1.09240828346014,0.1648345883697271,2.34371018409729,2.658390045166016,-1.3098444938659668,-25.643043518066406,-38.52683639526367,-29.11859130859375,-0.3384229085395623,-0.2232167916747198,-0.8093092813279131,-0.4250442440687787
26401003417,1.5649050916835665,1.7836100941896438,1.2756067960381507,2.078972101211548,4.039794445037842,-1.1264396905899048,-24.338897705078125,-39.58273696899414,-28.6065673828125,-0.3278407833163456,-0.2412848103072135,-0.8096439935237143,-0.4228221884220464
26411077148,1.8086144793257115,1.6948340786278246,1.6774100656181572,2.236320972442627,4.637244701385498,-0.6741108298301697,-23.006912231445312,-40.481258392333984,-28.7413330078125,-0.3135942834447874,-0.2606143296733443,-0.8118488111156701,-0.4178998365160267
26421151123,0.605019026531279,2.422262802514434,0.4483656987905502,2.3685827255249023,4.728884696960449,-0.1565348953008651,-21.350555419921875,-41.23669052124024,-28.66900634765625,-0.2984908260546781,-0.2804834779090026,-0.8150021109111393,-0.4098828843265878
26431225097,0.0811154178060591,3.147868987149,-1.8020383158057929,2.3966856002807617,3.706443548202514,0.2904335558414459,-19.958480834960938,-41.85574722290039,-29.394287109375,-0.2859543204957492,-0.2988337915040353,-0.8178798076262234,-0.4000013718742196
26441299072,-0.5659168501988053,2.4524381605476138,-3.9141117180764673,2.476303577423096,2.5743749141693115,0.5883680582046509,-18.90087127685547,-42.40239334106445,-28.94207763671875,-0.2787031521032829,-0.3143281128049116,-0.8193953199461168,-0.39001758138816
26451373291,-1.25326520037055,2.2996762872874736,-2.631777075088024,2.6536641120910645,2.100388526916504,0.7725975513458252,-18.436668395996094,-42.99306106567383,-28.8143310546875,-0.2752877333959233,-0.3284108532472525,-0.8197869637142807,-0.3798845975980013
26461446289,-1.579824866787344,2.5434230843305587,-0.4820961189568042,2.795752763748169,1.9395148754119875,0.9902737736701964,-17.876068115234375,-43.63040542602539,-28.3397216796875,-0.2735241741860185,-0.3422769626189694,-0.8196488582794154,-0.3690619496394663
26471520019,-1.3622664039678871,2.5892040077745917,-0.15000234541893,2.856319665908813,1.5462043285369873,1.219280481338501,-17.496658325195312,-44.29085922241211,-27.43109130859375,-0.2734567916294727,-0.3556195238546797,-0.8190856176458106,-0.3575679357731083
26481594238,-1.520293212018907,1.2880471754163505,-0.8868506395578384,1.3545057773590088,0.8183825016021729,1.3624773025512695,-17.61949920654297,-45.10209274291992,-26.69384765625,-0.2749838521166957,-0.3644606549953202,-0.819187619520318,-0.3471080103613332
26491668212,-1.089450602698326,-2.8898966808766127,-0.353071679636836,0.9392549991607666,0.541774332523346,0.7721434831619263,-17.840087890625,-45.39243698120117,-25.80029296875,-0.2760419165256191,-0.3686280814425834,-0.8199365358371431,-0.3400268807128415
26501742187,-1.540269978251308,0.8747136270403861,0.6749830818563699,0.9978232979774476,1.2978806495666504,0.5902616381645203,-17.937515258789062,-45.45709609985352,-25.37530517578125,-0.2756144668658594,-0.3729144269609091,-0.8203690451609998,-0.334613378987537
26511816162,-1.9683013295434413,-1.834303924116492,-0.3258446500152349,1.1877671480178833,1.948689341545105,0.4788081049919128,-18.21087646484375,-45.71882247924805,-25.32366943359375,-0.2716900970422252,-0.3794134681068771,-0.8214125369137372,-0.3278890890004415
